;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2021;Turistas_2021;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Cortes de la Frontera;29;Málaga;29046;10.0;20.0;2.58449435355208;1.50129906607682;Andalucía;3034.0;2391.0;41;3814;1.7147636971978253;30.0;1.2547051442910917;0.4182350480970305;0.8364700961940611
Coruña, A;15;Coruña, A;15030;22685.0;290.0;6.11731843575419;3.92340159622171;Galicia;245468.0;148944.0;1057;257432;0.7096626920184768;22975.0;15.425260500590824;15.230556450746588;0.1947040498442367
Corvera de Asturias;33;Asturias;33020;472.0;97.0;4.62509287589432;4.375;Asturias, Principado de;15570.0;8765.0;12;8194;0.136908157444381;569.0;6.491728465487736;5.385054192812322;1.1066742726754135
Corvera de Toranzo;39;Cantabria;39026;47.0;13.0;3.98720349563046;3.03030303030303;Cantabria;2054.0;1586.0;34;1043;2.1437578814628;60.0;3.7831021437578816;2.963430012610341;0.819672131147541
Coslada;28;Madrid;28049;3638.0;101.0;8.69306418219462;6.20689655172414;Madrid, Comunidad de;81273.0;32363.0;106;84850;0.3275345301733461;3739.0;11.553317059605105;11.241232271421069;0.3120847881840373
Cospeito;27;Lugo;27015;14.0;38.0;1.89033679183136;1.66489900425429;Galicia;4374.0;3086.0;19;1925;0.6156837329876863;52.0;1.685029163966299;0.4536616979909267;1.2313674659753726
Covelo;36;Pontevedra;36013;10.0;30.0;4.37078934137758;3.31024303824292;Galicia;2455.0;1823.0;41;9812;2.249040043883708;40.0;2.1941854086670323;0.5485463521667581;1.6456390565002743
Cox;3;Alicante;3058;58.0;95.0;3.12394530688603;2.96610169491525;Comunitat Valenciana;7427.0;3069.0;1;7865;0.0325839035516454;153.0;4.98533724340176;1.8898664059954384;3.0954708374063213
Coín;29;Málaga;29042;212.0;169.0;4.94040017028523;5.31258482991156;Andalucía;23375.0;10622.0;212;48271;1.9958576539258144;381.0;3.58689512332894;1.9958576539258144;1.5910374694031255
Crecente;36;Pontevedra;36014;1.0;12.0;4.185609799188884;3.1170208572139;Galicia;1961.0;1498.0;8;12910;0.5340453938584779;13.0;0.8678237650200267;0.0667556742323097;0.8010680907877169
Creixell;43;Tarragona;43050;163.0;138.0;6.71641791044776;5.59569020814848;Cataluña;3912.0;4025.0;154;24683;3.8260869565217392;301.0;7.478260869565218;4.049689440993789;3.4285714285714284
Crevillent;3;Alicante;3059;360.0;75.0;3.15142942227516;3.23529411764706;Comunitat Valenciana;29717.0;15446.0;60;51862;0.3884500841641849;435.0;2.8162631101903406;2.330700504985109;0.4855626052052311
Cuarte de Huerva;50;Zaragoza;50089;979.0;75.0;6.57894736842105;4.46007530120482;Aragón;13773.0;5453.0;1;3833;0.0183385292499541;1054.0;19.32880982945168;17.953420135705116;1.3753896937465615
Cubas de la Sagra;28;Madrid;28050;18.0;113.0;5.19765312645596;4.53433835845896;Madrid, Comunidad de;6642.0;2248.0;18;5421;0.800711743772242;131.0;5.827402135231317;0.800711743772242;5.026690391459074
Cubelles;8;Barcelona;8074;955.0;200.0;8.13321596244131;6.86425469691599;Cataluña;16051.0;9786.0;268;25021;2.7386061720825667;1155.0;11.802575107296136;9.75883915798079;2.0437359493153484
Cudillero;33;Asturias;33021;50.0;74.0;4.26355220704251;3.28530829556083;Asturias, Principado de;4968.0;4484.0;262;15008;5.84299732381802;124.0;2.7653880463871543;1.1150758251561106;1.6503122212310437
Cuenca;16;Cuenca;16078;2672.0;157.0;4.76190476190476;4.90196078431372;Castilla-La Mancha;53988.0;31011.0;528;73441;1.7026216503821223;2829.0;9.122569410854211;8.616297442842862;0.5062719680113508
Cuervo de Sevilla, El;41;Sevilla;41903;12.0;30.0;5.1849376114082;2.5487012987013;Andalucía;8667.0;3586.0;2;2030;0.0557724484104852;42.0;1.1712214166201895;0.3346346904629113;0.8365867261572784
Cuevas del Almanzora;4;Almería;4035;203.0;87.0;3.64705882352941;2.75306908031627;Andalucía;14623.0;8984.0;251;78460;2.7938557435440785;290.0;3.227960819234194;2.259572573463936;0.9683882457702584
Cullera;46;Valencia/Valéncia;46105;898.0;148.0;4.9231220657277;4.43626045400239;Comunitat Valenciana;22708.0;28348.0;1305;80208;4.60349936503457;1046.0;3.6898546634683225;3.1677719768590378;0.5220826866092846
Culleredo;15;Coruña, A;15031;1972.0;212.0;5.33980582524272;3.73883300279714;Galicia;30758.0;15869.0;61;24794;0.3843972525048837;2184.0;13.76268195853551;12.426743966223455;1.335937992312055
Cunit;43;Tarragona;43051;861.0;234.0;7.01576576576577;5.98165137614679;Cataluña;14081.0;12827.0;321;23311;2.502533717938723;1095.0;8.536680439697513;6.712403523816949;1.8242769158805645
Cuntis;36;Pontevedra;36015;33.0;20.0;3.58499214248297;2.30469401041667;Galicia;4643.0;2586.0;63;6900;2.4361948955916475;53.0;2.0494972931167825;1.2761020881670533;0.7733952049497294
Curtis;15;Coruña, A;15032;116.0;47.0;2.7997186212441;2.60869565217391;Galicia;4081.0;2948.0;9;1967;0.3052917232021709;163.0;5.529172320217096;3.9348710990502034;1.5943012211668928
Cuéllar;40;Segovia;40063;300.0;48.0;3.94716350081699;2.8335340559347;Castilla y León;9620.0;6125.0;10;12896;0.1632653061224489;348.0;5.681632653061224;4.8979591836734695;0.7836734693877551
Càlig;12;Castellón/Castelló;12034;36.0;18.0;3.02122114668652;2.49177246909455;Comunitat Valenciana;2002.0;1533.0;22;1663;1.4350945857795172;54.0;3.522504892367906;2.348336594911937;1.1741682974559686
Cànoves i Samalús;8;Barcelona;8042;0.0;110.0;6.795169565780164;6.43512273793166;Cataluña;3219.0;1399.0;5;1428;0.357398141529664;110.0;7.862759113652609;0.0;7.862759113652609
Cáceres;10;Cáceres;10037;5080.0;463.0;4.64875265172752;3.85454801464376;Extremadura;95418.0;52625.0;476;178113;0.9045130641330166;5543.0;10.533016627078386;9.653206650831354;0.8798099762470308
Cádiz;11;Cádiz;11012;4952.0;18.0;8.21878444339474;5.30068943643162;Andalucía;114244.0;61456.0;2802;250190;4.559359541785994;4970.0;8.087086696172872;8.057797448581098;0.0292892475917729
Cájar;18;Granada;18036;108.0;101.0;5.0;3.92717948717949;Andalucía;5262.0;2333.0;14;330;0.6000857265323618;209.0;8.958422631804543;4.6292327475353625;4.329189884269181
Cártama;29;Málaga;29038;261.0;232.0;6.46857277882798;4.9677589156468;Andalucía;27436.0;11426.0;92;28673;0.8051811657622965;493.0;4.314720812182741;2.284263959390863;2.030456852791878
Cómpeta;29;Málaga;29045;13.0;30.0;4.91803278688525;3.32364228773069;Andalucía;3866.0;3423.0;254;30291;7.420391469471224;43.0;1.2562080046742623;0.3797838153666374;0.8764241893076249
Córdoba;14;Córdoba;14021;11027.0;757.0;6.42184942716858;4.69409282700422;Andalucía;322071.0;161279.0;2356;303916;1.460822549742992;11784.0;7.3065929228231825;6.837219972842093;0.4693729499810887
Cúllar;18;Granada;18056;12.0;14.0;2.46268656716418;2.00047455278273;Andalucía;4079.0;2705.0;21;7663;0.7763401109057301;26.0;0.9611829944547134;0.4436229205175601;0.5175600739371534
Cúllar Vega;18;Granada;18057;198.0;97.0;4.7080136402387;3.94736842105263;Andalucía;7719.0;3067.0;23;866;0.7499184871209651;295.0;9.618519726116729;6.455820019563091;3.1626997065536355
Daganzo de Arriba;28;Madrid;28053;231.0;150.0;7.98493592525095;6.52613641789619;Madrid, Comunidad de;10520.0;3514.0;1;15871;0.0284575981787137;381.0;10.842344906089926;6.573705179282869;4.2686397268070575
Daimiel;13;Ciudad Real;13039;244.0;58.0;3.62223612849395;2.70306094292021;Castilla-La Mancha;17771.0;9961.0;40;24012;0.4015661078204999;302.0;3.031824114044775;2.4495532577050496;0.582270856339725
Daimús;46;Valencia/Valéncia;46113;110.0;37.0;6.15530303030303;4.62962962962963;Comunitat Valenciana;3277.0;5925.0;191;10010;3.2236286919831225;147.0;2.481012658227848;1.8565400843881856;0.6244725738396625
Dalías;4;Almería;4038;15.0;10.0;4.11764705882353;2.08365671183989;Andalucía;4102.0;2106.0;8;3591;0.3798670465337132;25.0;1.1870845204178535;0.7122507122507122;0.4748338081671415
Daroca;50;Zaragoza;50094;51.0;10.0;4.32022625900177;2.58313809709749;Aragón;1914.0;1911.0;5;146;0.2616431187859759;61.0;3.192046049188906;2.668759811616954;0.5232862375719518
Deifontes;18;Granada;18066;4.0;8.0;4.206384226479411;3.2762375705642435;Andalucía;2625.0;1284.0;0;879;0.0;12.0;0.9345794392523364;0.3115264797507788;0.6230529595015576
Deltebre;43;Tarragona;43901;272.0;114.0;4.16666666666667;3.53083528493365;Cataluña;11539.0;6422.0;918;36835;14.294612270320773;386.0;6.010588601681719;4.235440672687636;1.7751479289940828
Dodro;15;Coruña, A;15033;1.0;9.0;3.66003568353889;2.581355082055861;Galicia;2710.0;1055.0;14;2265;1.3270142180094786;10.0;0.9478672985781992;0.0947867298578199;0.8530805687203792
Dolores;3;Alicante;3064;59.0;31.0;3.125;3.6144578313253;Comunitat Valenciana;7620.0;3767.0;26;12167;0.6902044066896735;90.0;2.389169100079639;1.5662330767188744;0.8229360233607645
Don Benito;6;Badajoz;6044;914.0;98.0;3.6886961722488;2.86346477751223;Extremadura;37275.0;18689.0;5;31153;0.0267537053881962;1012.0;5.414949970570924;4.890577344962277;0.5243726256086468
Dos Hermanas;41;Sevilla;41038;2531.0;654.0;6.32075471698113;5.28523405268809;Andalucía;136250.0;48249.0;117;109256;0.242492072374557;3185.0;6.601173081307385;5.245704574188066;1.3554685071193184
Dos Torres;14;Córdoba;14023;4.0;6.0;3.3556591234157507;2.7032598275321136;Andalucía;2399.0;1650.0;0;1795;0.0;10.0;0.6060606060606061;0.2424242424242424;0.3636363636363636
Dosbarrios;45;Toledo;45059;12.0;22.0;4.25129194174517;2.72167487684729;Castilla-La Mancha;2263.0;1331.0;4;538;0.3005259203606311;34.0;2.5544703230653645;0.9015777610818934;1.6528925619834711
Dosrius;8;Barcelona;8075;85.0;158.0;7.69230769230769;6.58418842845516;Cataluña;5685.0;2237.0;22;10039;0.9834599910594546;243.0;10.86276262852034;3.799731783638802;7.0630308448815375
Dueñas;34;Palencia;34069;40.0;29.0;3.95234234234234;3.49090909090909;Castilla y León;2592.0;1634.0;0;68384;0.0;69.0;4.222766217870257;2.4479804161566707;1.7747858017135862
Dumbría;15;Coruña, A;15034;0.0;7.0;3.66003568353889;2.581355082055861;Galicia;2927.0;1077.0;70;4925;6.499535747446611;7.0;0.6499535747446611;0.0;0.6499535747446611
Dénia;3;Alicante;3063;2288.0;526.0;5.49450549450549;6.01677069120232;Comunitat Valenciana;42953.0;44389.0;6317;379384;14.231003176462638;2814.0;6.339408411993962;5.154430151614139;1.1849782603798238
Dúrcal;18;Granada;18071;66.0;74.0;2.81491263713937;2.35965780542986;Andalucía;7168.0;3732.0;21;4083;0.5627009646302251;140.0;3.751339764201501;1.7684887459807077;1.9828510182207928
Eivissa;7;Balears, Illes;7026;5037.0;362.0;10.8868965517241;10.3299856527977;Balears, Illes;50643.0;26485.0;1422;695637;5.369076835944875;5399.0;20.385123654899;19.01831225221824;1.3668114026807627
Ejea de los Caballeros;50;Zaragoza;50095;590.0;107.0;4.16666666666667;2.99479166666667;Aragón;17036.0;9204.0;4;19169;0.0434593654932638;697.0;7.572794437201217;6.410256410256411;1.162538026944807
Ejido, El;4;Almería;4902;1738.0;320.0;4.52068489009803;3.28559358417201;Andalucía;84005.0;38462.0;239;194110;0.6213925432894806;2058.0;5.350735791170506;4.518745775050699;0.8319900161198066
Elche de la Sierra;2;Albacete;2030;28.0;8.0;2.32150875617423;2.441288893370269;Castilla-La Mancha;3557.0;2970.0;32;6606;1.0774410774410774;36.0;1.2121212121212122;0.9427609427609428;0.2693602693602693
Elche/Elx;3;Alicante;3065;7104.0;581.0;4.52401383894519;3.85287118071549;Comunitat Valenciana;234205.0;120889.0;1442;508651;1.192829786002035;7685.0;6.35707136298588;5.876465187072438;0.4806061759134412
Elda;3;Alicante;3066;928.0;72.0;3.67966862745098;3.27503766678126;Comunitat Valenciana;52551.0;30415.0;50;19719;0.1643925694558606;1000.0;3.287851389117212;3.0511260891007725;0.2367253000164392
Eliana, l';46;Valencia/Valéncia;46116;532.0;341.0;5.96065254444313;7.14285714285714;Comunitat Valenciana;18302.0;8646.0;87;16447;1.0062456627342125;873.0;10.097154753643304;6.153134397409207;3.944020356234097
Enguera;46;Valencia/Valéncia;46118;68.0;41.0;3.05144557823129;2.63157894736842;Comunitat Valenciana;4779.0;2811.0;51;11252;1.8143009605122733;109.0;3.877623621487016;2.419067947349697;1.4585556741373176
Entrambasaguas;39;Cantabria;39028;315.0;30.0;5.2530609512682;3.56086221470837;Cantabria;5357.0;2408.0;66;16506;2.740863787375415;345.0;14.327242524916944;13.081395348837209;1.2458471760797345
Escacena del Campo;21;Huelva;21032;8.0;7.0;4.313293184460584;3.5780910111542807;Andalucía;2294.0;959.0;0;305;0.0;15.0;1.5641293013555788;0.8342022940563086;0.7299270072992701
Escala, L';17;Girona;17062;310.0;249.0;7.02289491236976;6.44444444444444;Cataluña;10497.0;14966.0;2397;338141;16.01630362154216;559.0;3.735132968060938;2.071361753307497;1.6637712147534411
Escalona;45;Toledo;45061;10.0;77.0;3.46893939393939;3.03030303030303;Castilla-La Mancha;3441.0;4655.0;19;1440;0.4081632653061224;87.0;1.8689581095596133;0.2148227712137486;1.6541353383458646
Escorial, El;28;Madrid;28054;934.0;152.0;7.61469265367316;6.20639534883721;Madrid, Comunidad de;16594.0;9787.0;79;21382;0.8071932154899356;1086.0;11.096352304076836;9.543271686931645;1.5530806171451923
Esparreguera;8;Barcelona;8076;966.0;324.0;7.28869047619048;7.41530237967436;Cataluña;22358.0;10481.0;19;22596;0.1812804121744108;1290.0;12.30798587921;9.216677797920044;3.091308081289953
Espartinas;41;Sevilla;41040;35.0;342.0;7.6271186440678;4.96367465122401;Andalucía;16048.0;5486.0;50;10570;0.911410864017499;377.0;6.872037914691943;0.6379876048122494;6.234050309879693
Espejo;14;Córdoba;14025;4.0;4.0;3.3556591234157507;2.7032598275321136;Andalucía;3272.0;1991.0;0;468;0.0;8.0;0.4018081366147664;0.2009040683073832;0.2009040683073832
Espera;11;Cádiz;11017;4.0;7.0;5.012413738285534;4.467965812879639;Andalucía;3845.0;1906.0;0;124;0.0;11.0;0.577124868835257;0.2098635886673662;0.3672612801678909
Espiel;14;Córdoba;14026;4.0;9.0;3.3556591234157507;2.7032598275321136;Andalucía;2424.0;1739.0;2;8540;0.1150086256469235;13.0;0.7475560667050029;0.230017251293847;0.5175388154111559
Espinar, El;40;Segovia;40076;313.0;143.0;4.64731347084288;4.35090702947846;Castilla y León;9476.0;9054.0;100;38053;1.104484205875856;456.0;5.036447978793904;3.457035564391429;1.5794124144024742
Espluga de Francolí, L';43;Tarragona;43054;102.0;32.0;4.5902105937963;3.125;Cataluña;3717.0;2355.0;17;4380;0.721868365180467;134.0;5.690021231422505;4.3312101910828025;1.358811040339703
Esplugues de Llobregat;8;Barcelona;8077;2571.0;98.0;11.4754098360656;12.1681346600715;Cataluña;46777.0;20356.0;122;48129;0.5993318923167616;2669.0;13.11161328355276;12.63018274710159;0.4814305364511692
Esporles;7;Balears, Illes;7020;70.0;220.0;7.70388459791004;5.95325157515752;Balears, Illes;5134.0;2258.0;128;22791;5.66873339238264;290.0;12.843224092116918;3.100088573959256;9.74313551815766
Esquivias;45;Toledo;45064;128.0;97.0;4.34694600213705;3.83561643835616;Castilla-La Mancha;5747.0;2524.0;2;2259;0.0792393026941362;225.0;8.914421553090333;5.071315372424722;3.84310618066561
Estepa;41;Sevilla;41041;78.0;34.0;3.44636015325671;2.44111340887691;Andalucía;12459.0;6391.0;17;11318;0.265999061179784;112.0;1.7524644030668126;1.2204662807072446;0.5319981223595681
Estepona;29;Málaga;29051;2459.0;430.0;6.73833276000459;6.41613737944013;Andalucía;71925.0;47429.0;4819;658664;10.16045035737629;2889.0;6.0912100191865735;5.184591705496637;0.9066183136899364
Estrada, A;36;Pontevedra;36017;434.0;66.0;3.18022440392707;2.36074270557029;Galicia;20261.0;11868.0;111;22049;0.935288169868554;500.0;4.213009774182676;3.6568924839905614;0.5561172901921132
Ezcaray;26;Rioja, La;26061;55.0;3.0;5.20833333333333;3.336079012169648;Rioja, La;2076.0;4807.0;181;5908;3.765342209278136;58.0;1.2065737466195132;1.1441647597254003;0.0624089868941127
Fabero;24;León;24070;38.0;23.0;2.81043517885623;2.64900662251656;Castilla y León;4346.0;2480.0;10;1803;0.4032258064516129;61.0;2.4596774193548385;1.532258064516129;0.9274193548387096
Falset;43;Tarragona;43055;90.0;36.0;4.58507499385296;4.33823381010881;Cataluña;2724.0;1882.0;23;858;1.2221041445270988;126.0;6.695005313496281;4.782146652497343;1.9128586609989373
Fasnia;38;Santa Cruz de Tenerife;38012;16.0;28.0;5.40639269406393;4.06038838883722;Canarias;2807.0;1841.0;71;3495;3.856599674090168;44.0;2.390005431830527;0.8690928843020098;1.520912547528517
Faura;46;Valencia/Valéncia;46122;104.0;14.0;3.69306680161943;3.65062557811207;Comunitat Valenciana;3563.0;1883.0;22;183;1.168348380244291;118.0;6.2665958576739245;5.523101433882103;0.7434944237918215
Favara;46;Valencia/Valéncia;46123;42.0;24.0;3.12954065121194;3.48480078507754;Comunitat Valenciana;2563.0;1243.0;6;614;0.4827031375703942;66.0;5.3097345132743365;3.37892196299276;1.9308125502815767
Felanitx;7;Balears, Illes;7022;575.0;606.0;5.12048192771084;3.94985929009065;Balears, Illes;18164.0;10771.0;1651;323702;15.328196082072232;1181.0;10.964627239810602;5.338408690000929;5.626218549809674
Fene;15;Coruña, A;15035;338.0;62.0;3.59438860374489;2.5;Galicia;12832.0;7889.0;16;10232;0.2028140448726074;400.0;5.070351121815186;4.284446697933832;0.7859044238813537
Ferreries;7;Balears, Illes;7023;157.0;13.0;4.76190476190476;3.76712328767123;Balears, Illes;4892.0;2279.0;212;33495;9.30232558139535;170.0;7.459412022817025;6.888986397542782;0.5704256252742431
Ferrol;15;Coruña, A;15036;3227.0;252.0;4.03225806451613;2.5845787713633;Galicia;64785.0;44879.0;269;57193;0.5993894694623321;3479.0;7.751955257470086;7.190445419906861;0.5615098375632256
Figueres;17;Girona;17066;3518.0;301.0;5.51880266052803;3.7292817679558;Cataluña;47043.0;22334.0;267;209017;1.195486701889496;3819.0;17.099489567475597;15.75176860392227;1.3477209635533267
Fines;4;Almería;4044;17.0;11.0;3.1578947368421;2.31481481481481;Andalucía;2160.0;1342.0;0;3059;0.0;28.0;2.0864381520119224;1.2667660208643816;0.819672131147541
Finestrat;3;Alicante;3069;442.0;218.0;6.56816220880069;5.25254668930391;Comunitat Valenciana;7402.0;5710.0;604;73538;10.577933450087563;660.0;11.558669001751314;7.740805604203152;3.817863397548161
Firgas;35;Palmas, Las;35008;32.0;77.0;4.35730468689795;4.52830188679245;Canarias;7513.0;3398.0;73;1541;2.14832254267216;109.0;3.2077692760447323;0.9417304296645084;2.266038846380224
Fisterra;15;Coruña, A;15037;53.0;13.0;3.75;1.93965517241379;Galicia;4714.0;3862.0;373;9631;9.65820818228897;66.0;1.7089590885551529;1.3723459347488347;0.3366131538063179
Fiñana;4;Almería;4045;5.0;6.0;3.995843624895013;3.2061202807089906;Andalucía;1977.0;1538.0;6;1062;0.3901170351105331;11.0;0.7152145643693107;0.3250975292587776;0.3901170351105331
Flix;43;Tarragona;43060;64.0;23.0;3.49970956767073;3.65736628052637;Cataluña;3451.0;2435.0;4;16164;0.164271047227926;87.0;3.572895277207392;2.628336755646817;0.944558521560575
Foios;46;Valencia/Valéncia;46126;314.0;38.0;4.83644532398198;3.91161616161616;Comunitat Valenciana;7502.0;3710.0;1;1615;0.0269541778975741;352.0;9.487870619946092;8.463611859838275;1.0242587601078168
Folgueroles;8;Barcelona;8083;48.0;46.0;5.92282784673503;3.87836729112539;Cataluña;2269.0;935.0;2;5136;0.213903743315508;94.0;10.053475935828876;5.133689839572193;4.919786096256685
Fondó de les Neus, el/Hondón de las Nieves;3;Alicante;3077;10.0;20.0;3.60738422072183;5.3968253968254;Comunitat Valenciana;2634.0;2024.0;41;9960;2.025691699604743;30.0;1.482213438735178;0.4940711462450592;0.9881422924901184
Fonsagrada, A;27;Lugo;27018;49.0;13.0;2.88428502714217;1.65876777251185;Galicia;3328.0;3019.0;34;2045;1.1262007287181186;62.0;2.0536601523683338;1.6230539913878768;0.4306061609804571
Font d'En Carròs, la;46;Valencia/Valéncia;46127;63.0;18.0;2.85714285714286;3.11207876797549;Comunitat Valenciana;3793.0;2133.0;63;2635;2.953586497890296;81.0;3.79746835443038;2.953586497890296;0.8438818565400844
Font de la Figuera, la;46;Valencia/Valéncia;46128;28.0;14.0;2.12318728212526;1.64481409001957;Comunitat Valenciana;2025.0;1793.0;0;17418;0.0;42.0;2.342442833240379;1.5616285554935865;0.7808142777467931
Forcarei;36;Pontevedra;36018;13.0;13.0;2.25806451612903;1.43736145221079;Galicia;3268.0;2623.0;23;4231;0.8768585589020206;26.0;0.9912314144109798;0.4956157072054899;0.4956157072054899
Formentera;7;Balears, Illes;7024;260.0;325.0;12.4374829931973;8.27067669172932;Balears, Illes;11708.0;7097.0;1701;475832;23.967873749471607;585.0;8.242919543469071;3.663519797097365;4.579399746371706
