;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Turistas;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Gondomar;138.0;6.03402621474911;3.83273524720893;12.0;20261;4.4520018550007725;2.133250888854537
Gozón;69.0;5.61797752808989;3.7749537037037;2.0;15235;3.833634719710669;0.8318264014466547
Grado;55.0;3.73737373737374;2.82258064516129;2.0;7152;4.993669995779997;0.7736671824447883
Granada;819.0;5.80246913580247;5.00873253493014;0.0;500032;10.36707351244974;0.5336999941351649
Granada, La;31.0;5.70512820512821;3.75;8.0;717;4.455958549222798;3.2124352331606216
Granadilla de Abona;460.0;7.25806451612903;5.75221238938053;4.0;354736;11.1476560101741;2.017278428276981
Granja de Rocamora;25.0;4.66666666666667;2.51798561151079;10.0;30;1.404494382022472;2.3408239700374533
Granja de Torrehermosa;11.0;2.962972945965435;2.04081632653061;11.0;727;0.3172588832487309;0.6979695431472082
Granollers;282.0;7.71604938271605;5.4544178345117;8.0;134490;14.498778397695364;1.02833388031944
Graus;15.0;3.61463857229096;3.1981981981982;1.0;12123;6.481814908174289;0.5401512423478574
Grazalema;16.0;3.44519294743846;3.50683534704918;0.0;7082;0.8344923504867872;1.1126564673157162
Griñón;102.0;6.95449368572673;5.72920073032483;13.0;5673;5.898804983473176;2.593440122044241
Grove, O;36.0;3.68421052631579;3.00376887281859;12.0;26765;3.1196476633227306;0.4404208465867384
Guadalajara;363.0;6.10542292652809;4.84598214285714;7.0;155013;13.207222699914016;0.8917823363223192
Guadalcanal;7.0;4.939061551348131;3.524814792568226;0.0;1936;0.0;0.440251572327044
Guadalix de la Sierra;236.0;6.26313516260163;5.1323212211714;13.0;4055;4.394977168949771;6.735159817351598
Guadalupe;16.0;2.59325641312871;1.19309893372925;11.0;878;0.7474639615589963;0.8542445274959958
Guadarrama;151.0;7.24911516050757;6.28124073368069;13.0;18294;8.227649093386438;1.5826433287915314
Guadassuar;16.0;3.25581395348837;3.16083916083916;10.0;7409;1.7588743204349218;0.5116725295810681
Guadix;43.0;3.57142857142857;2.91666666666667;0.0;28483;3.450363196125908;0.4338175948345439
Gualchos;26.0;4.5155272026962;2.33593245714421;0.0;14104;3.695652173913044;0.7065217391304348
Guancha, La;40.0;4.66666666666667;3.5800759650649;4.0;4717;1.1150758251561106;1.784121320249777
Guarda, A;20.0;4.11578555472822;2.2851888534292;12.0;107613;5.029239766081871;0.2923976608187134
Guardamar del Segura;100.0;5.58441558441558;5.77935222672065;10.0;192996;2.6338853268139677;0.4612758891092762
Guardia de Jaén, La;40.0;3.89294403892944;4.93506493506494;0.0;1460;1.5025906735751295;2.0725388601036268
Guardia, La;19.0;2.90625;2.45098039215686;7.0;6593;0.8562691131498471;1.162079510703364
Guardo;11.0;3.52206273258905;3.60824742268041;6.0;1391;3.713768115942029;0.2490942028985507
Guareña;30.0;2.2953167115903;2.23111111111111;11.0;16827;0.561955605507165;0.8429334082607474
Guaro;17.0;4.55012531328321;3.56167056986729;0.0;2549;0.8802816901408451;1.4964788732394363
Guarromán;8.0;2.99631041204279;2.527683457804128;0.0;11315;0.7581501137225171;0.6065200909780136
Guijuelo;29.0;3.56030701754386;3.72093023255814;6.0;5452;5.50403828896201;0.8674842955429255
Guillena;200.0;4.26709932357126;3.61962801172656;0.0;31824;1.2411023909472532;3.650301149844862
Guissona;61.0;4.06639928698752;3.28947368421053;8.0;5391;10.706401766004417;2.2442972774098604
Guitiriz;29.0;2.92877567693744;2.29430379746835;12.0;7701;1.8673883626522327;0.7848443843031123
Guntín;11.0;2.8216744173774844;2.55255255255255;12.0;2425;0.0621890547263681;0.6840796019900498
Gurb;31.0;6.795169565780164;4.1044776119403;8.0;44391;1.0101010101010102;3.914141414141414
Guriezo;15.0;5.10148684113255;5.65290499579627;5.0;2317;2.450090744101633;1.3611615245009074
Guía de Isora;133.0;7.30392497659176;3.57142857142857;4.0;166256;5.2700314972727975;1.0217408004916648
Gádor;9.0;2.85714285714286;3.2061202807089906;0.0;4451;1.3271783035199076;0.51933064050779
Gáldar;159.0;5.19480519480519;3.57142857142857;4.0;20573;3.3031332578331445;1.5005662514156286
Gójar;54.0;4.81704596162427;3.6505845603886;0.0;4029;3.0616466694249067;2.2341745966073643
Güímar;138.0;6.85599078341014;4.56154336734694;4.0;34974;7.263482840021791;1.2529507899037589
Haro;5.0;4.61538461538462;3.336079012169648;16.0;10266;3.9850136239782015;0.0567665758401453
Haría;227.0;5.70175438596491;5.73770491803279;4.0;109421;0.7633587786259542;5.975256646485917
Hellín;101.0;3.14623172103487;2.5;7.0;37328;4.648309705561614;0.6883860414394766
Herencia;56.0;3.16091954022989;2.41711170449488;7.0;11902;1.6482275908783022;1.2643937683449988
Hermigua;21.0;6.082153700825445;3.37853732638889;4.0;8954;0.7766990291262136;2.0388349514563107
Herrera;36.0;4.939061551348131;2.29020544899053;0.0;504;0.2316825948450622;1.0425716768027802
Herrera de Pisuerga;12.0;3.28162790697674;1.88846371882086;6.0;571;1.812191103789127;0.6589785831960461
Herrera del Duque;29.0;2.962972945965435;2.47311827956989;11.0;18782;0.2136752136752136;1.2393162393162394
Hervás;39.0;3.47222222222222;3.39891975308642;11.0;8187;3.696560591449695;1.253616200578592
Higuera la Real;9.0;2.41052631578947;2.3957267070095725;11.0;3095;0.6451612903225806;0.5806451612903226
Hinojos;22.0;4.313293184460584;2.84564408878652;0.0;7207;0.0997506234413965;1.0972568578553616
Hinojosa del Duque;12.0;1.90677966101695;1.72076669472503;0.0;2963;0.2944062806673209;0.2355250245338567
Horcajo de Santiago;34.0;3.17469204927212;2.56589053278357;7.0;619;0.9995835068721366;1.416076634735527
Horche;79.0;4.86672547186336;3.66213736956771;7.0;1074;2.57703081232493;4.42577030812325
Hornachos;17.0;2.962972945965435;1.6796875;11.0;2528;0.2053388090349076;0.6981519507186859
Hornachuelos;18.0;2.65086206896552;2.50919473480449;0.0;8127;0.3803727653100038;0.6846709775580069
Hospitalet de Llobregat, L';195.0;11.5739953703704;6.73184523809524;8.0;329566;15.998075419498406;0.1675416061655311
Hostalets de Pierola, Els;58.0;6.75402803933877;4.00003787018102;8.0;1732;7.969151670951157;3.7275064267352183
Hostalric;90.0;5.4872889791368;4.46022727272727;8.0;6485;11.73076923076923;4.326923076923077
Hoyo de Manzanares;251.0;7.92682926829268;7.14214285714286;13.0;5101;7.293783015034538;5.099553027224705
Hoyo de Pinares, El;22.0;2.70403753549821;2.45879120879121;6.0;1008;0.9152407481098288;0.8754476721050537
Huelma;8.0;2.34042553191489;2.527683457804128;0.0;7930;0.4177545691906005;0.2088772845953002
Huelva;84.0;5.875;4.96268656716418;0.0;105612;5.871608243397752;0.1171254078474023
Huesca;53.0;5.86425001864697;4.91803278688525;1.0;48453;14.483635633491732;0.1773642995783415
Humanes de Madrid;35.0;7.43243243243243;5.55555555555556;13.0;10863;15.364300139816685;0.5437315519652012
Humilladero;33.0;5.801511378442833;2.98850574712644;0.0;342;0.1832620647525962;2.0158827122785583
Huércal de Almería;123.0;5.85106382978723;4.16666666666667;0.0;17252;2.356020942408377;1.6946817305042712
Huércal-Overa;114.0;3.57142857142857;2.69770356594162;0.0;56341;4.915979542845214;1.1898549211982048
Huéscar;38.0;2.60385331630542;2.36775362318841;0.0;6486;0.935149420613946;0.7725147387680423
Huétor Tájar;30.0;2.94117647058824;2.08874110844837;0.0;1875;2.2073714054272986;0.6075334143377886
Huétor Vega;136.0;5.23255813953488;4.09093870842448;0.0;5868;3.1832736861932567;2.561687700131852
Huévar del Aljarafe;45.0;4.939061551348131;3.77358490566038;0.0;14132;0.0;4.591836734693878
Ibi;91.0;3.40468719749241;3.21969696969697;10.0;17368;4.736141906873614;0.8070953436807096
Ibros;5.0;3.146629172627617;2.527683457804128;0.0;181;0.0599520383693045;0.2997601918465228
Icod de los Vinos;91.0;4.34782608695652;3.03559547571524;4.0;45618;4.011816275967219;0.8671621879169049
Igualada;316.0;5.84711008586441;4.13428090103966;8.0;30053;11.62313888210886;1.5425921405906762
Illa de Arousa, A;11.0;4.92957746478873;2.7027027027027;12.0;8056;2.9086892488954343;0.4050073637702504
Illescas;434.0;5.88235294117647;4.80059790732436;7.0;59104;8.705176050624695;3.521012493915301
Illueca;7.0;2.74509803921569;3.2372332801669894;1.0;304;2.912087912087912;0.3846153846153846
Inca;445.0;5.97391207050885;4.84341825902336;3.0;72029;10.21108179419525;2.9353562005277043
Ingenio;232.0;5.33354765801574;2.67794733044733;4.0;43959;6.484280532043531;1.7533252720677146
Iniesta;61.0;2.89473684210526;2.10533334035158;7.0;13646;1.2915851272015657;2.3874755381604698
Iruela, La;3.0;5.72971175649747;2.527683457804128;0.0;1569;1.5748031496062993;0.2147458840372226
Isla Cristina;122.0;4.94320265359869;4.50916022450492;0.0;81271;2.0042194092827006;0.6773262269598046
Iznalloz;20.0;4.206384226479411;1.81393194070081;0.0;16390;0.0508776392775375;0.5087763927753752
Iznájar;8.0;3.3556591234157507;2.7032598275321136;0.0;8032;0.1951854261548471;0.2602472348731294
Jabalquinto;6.0;3.146629172627617;2.527683457804128;0.0;1418;0.0;0.5581395348837209
Jabugo;21.0;4.313293184460584;2.54237288135593;0.0;225;0.5196733481811433;1.55902004454343
Jaca;68.0;5.67385093167702;4.37845849802371;1.0;47348;5.631222134001099;0.4153179014230745
Jacarilla;9.0;4.13772305421823;4.092750944724677;10.0;1543;2.6856240126382307;0.7109004739336493
Jarandilla de la Vera;32.0;3.33284789094455;2.90064102564103;11.0;5150;2.791535344439441;1.440792435839712
Jaraíz de la Vera;39.0;2.79489535563349;1.38248847926267;11.0;1751;3.7259314828707177;0.9752438109527382
Jaén;230.0;5.19886363636364;3.8407239128393;0.0;83489;7.411542425283407;0.395053246307111
Jerez de la Frontera;857.0;5.42186571598336;5.03597122302158;0.0;164117;4.673522189089633;0.939528152955622
Jerez de los Caballeros;73.0;2.92297734627832;2.50137061403509;11.0;31067;1.2403683518135689;1.3719225709453111
Jijona/Xixona;18.0;3.2258064516129;3.65578024337867;10.0;23546;1.9095697980684807;0.3950834064969271
Jimena de la Frontera;58.0;4.38359454752897;2.9501087320174;0.0;15911;0.6012855069458843;1.202571013891769
Jonquera, La;66.0;5.3867692994199;3.54281037560522;8.0;1790637;12.099125364431488;4.810495626822157
Jumilla;156.0;3.095064318949;3.06019834193157;15.0;28834;4.229173316310246;1.2448132780082988
Jun;51.0;4.206384226479411;4.496699669967;0.0;126;0.4745762711864407;3.457627118644068
Juneda;18.0;3.84615384615385;2.48868256232799;8.0;3163;3.242320819112628;1.023890784982935
Jávea/Xàbia;384.0;5.77227361246349;5.93062150112785;10.0;475136;5.122741220593249;1.6365496079099895
Jódar;11.0;2.86274509803922;2.90322580645161;0.0;1374;0.3235694822888283;0.1873297002724795
Laguna de Duero;119.0;5.20264501149297;4.54545454545455;6.0;21271;7.834101382488479;1.1921458625525947
Lalín;39.0;3.48661028893587;1.95286195286195;12.0;21439;5.892386416498682;0.3023724608466429
Lama, A;6.0;4.185609799188884;3.105243304049866;12.0;3395;0.1971090670170827;0.3942181340341655
Langreo;113.0;4.42388493859082;3.32422586520947;2.0;14309;4.059916206295651;0.4189685217455786
Lanjarón;6.0;3.39020559680183;3.2762375705642435;0.0;5361;1.6761904761904762;0.2285714285714285
Laracha, A;66.0;3.24828036053131;2.55922226096519;12.0;9714;4.195137454314318;1.0487843635785794
Lardero;52.0;5.38461538461538;4.57799564435282;16.0;6112;10.479285134037369;0.8448415922014623
Laredo;21.0;6.05812326666141;5.4;5.0;21608;1.7356251049773248;0.1175746038855607
Lastrilla, La;67.0;5.33224810084314;4.23076923076923;6.0;1088;11.834625322997416;3.462532299741602
Laviana;23.0;3.93263157894737;3.18471337579618;2.0;4749;2.964469178082192;0.2461472602739726
Laxe;13.0;2.56410256410256;1.87426643192488;12.0;2810;2.0812009553053565;0.4435346298191743
Lebrija;73.0;3.47524154589372;3.10077519379845;0.0;18764;0.7432432432432432;0.6165540540540541
Lecrín;11.0;4.206384226479411;1.97368421052632;0.0;2210;0.1394700139470014;0.7670850767085077
Leganés;111.0;8.60805860805861;5.95238095238095;13.0;166710;12.499172722339145;0.1469245125680022
Lena;55.0;3.6658215010142;2.77777777777778;2.0;18678;4.205090372556253;0.6762572236567073
Lepe;173.0;4.72727272727273;3.92156862745098;0.0;78407;1.4053602215140275;0.9038190272190586
Lerma;9.0;3.57142857142857;3.5374851738343263;6.0;18694;3.970004411116012;0.3970004411116012
León;233.0;4.90196078431372;3.27272727272727;6.0;110992;11.166181805121576;0.2789450370529995
Librilla;45.0;3.08853433484469;3.64963503649635;15.0;6227;2.3488773747841107;1.5544041450777202
Lillo;16.0;4.157687290851066;2.56939300955807;7.0;1663;0.3036437246963562;0.8097165991902834
Linares;136.0;3.71857322438718;3.15886550556362;0.0;26965;4.252355048427757;0.4511078678519304
Linyola;6.0;4.22535211267606;3.147891427460225;8.0;1824;5.095057034220532;0.4562737642585551
Liérganes;19.0;4.93849368734932;5.07894736842105;5.0;3539;4.047976011994003;1.424287856071964
Llagosta, La;22.0;7.59493670886076;4.38188116039427;8.0;5890;11.781713046620888;0.3975424647632815
Llagostera;218.0;5.6350809684143;4.08653846153846;8.0;19173;7.715688566752396;5.0970306289455225
Llanera;127.0;5.0;4.61538461538462;2.0;27450;6.635891517599538;1.8320830929024807
Llanes;124.0;5.38121323529412;3.4198648158229;2.0;58778;3.8185975609756095;0.945121951219512
Llanos de Aridane, Los;137.0;5.46032944937892;3.47222222222222;4.0;48299;6.5178487331637935;1.2903833474616182
Llançà;76.0;6.56265732265446;5.42385620915033;8.0;140176;3.1239311367004903;0.8664918481359024
Lleida;213.0;5.71428571428571;4.48430493273543;8.0;280739;13.57163535104286;0.2936270522876718
Llerena;60.0;3.30648839137645;2.6786860707277;11.0;4092;3.246544519447123;1.9286403085824493
Llinars del Vallès;254.0;7.16598674145844;5.46256510416667;8.0;140917;12.339331619537274;5.935966347277401
Lliçà d'Amunt;278.0;7.1875;6.79215830875123;8.0;20421;1.471257394205976;4.216593356590323
Lliçà de Vall;87.0;6.63591107314485;6.90167326496061;8.0;39994;2.227998514667657;3.230597846268102
Llombai;26.0;3.00462962962963;2.58814631463146;10.0;2877;1.7869415807560138;1.7869415807560138
Llorenç del Penedès;48.0;5.15463917525773;4.4868994669773;8.0;87;5.449826989619377;4.1522491349480966
Lloret de Mar;216.0;7.5;5.84411171061638;8.0;713392;11.159970968705974;0.9221705161593304
Lloseta;87.0;4.4346116027532;4.29966292134831;3.0;5943;5.905653583003241;3.132877205617573
Llubí;86.0;3.97512540369683;3.49694293478261;3.0;9554;0.7756948933419522;5.559146735617324
Llucmajor;974.0;8.4070796460177;4.98958333333333;3.0;569441;8.018071690993944;4.8356667659616726
Llutxent;10.0;2.23004790127466;2.56494358436106;10.0;1165;0.7496251874062968;0.7496251874062968
Llíria;237.0;3.69369369369369;4.76190476190476;10.0;43128;6.024859472725833;1.8763359987332755
Lobios;8.0;3.0485302148776534;2.918654998896532;12.0;87939;0.0;0.4761904761904761
Lobón;12.0;2.962972945965435;2.63595526830135;11.0;4707;0.205620287868403;0.8224811514736121
Loeches;105.0;6.18302374539488;5.22388059701492;13.0;18388;4.746136865342163;2.8973509933774837
Logrosán;16.0;2.940886175242486;1.40388602518254;11.0;1408;0.2570694087403599;0.8226221079691517
Logroño;63.0;5.57598039215686;4.96987951807229;16.0;145651;11.26352111986687;0.0770887377025108
Loja;42.0;3.04043071921983;2.27170490328385;0.0;29838;2.0313082370480804;0.3913529631010063
Lominchar;25.0;3.41821112006446;3.28795949233905;7.0;130;5.409582689335394;1.931993817619784
Lopera;6.0;3.146629172627617;2.527683457804128;0.0;509;0.1953125;0.29296875
Lora del Río;21.0;3.99342098580259;3.04347826086956;0.0;9945;0.7943323314727351;0.2254186346071275
Lorca;746.0;4.21601873124427;3.46878437843784;15.0;157876;7.327653791877907;1.9495113155281447
Lorquí;69.0;3.45484022701336;2.97029702970297;15.0;8964;2.176505664877758;2.0572450805008944
Losar de la Vera;21.0;2.02702702702703;2.35849056603774;11.0;8734;1.694915254237288;0.9126466753585396
Lourenzá;26.0;2.04724409448819;1.32509247553495;12.0;1794;1.36986301369863;1.6960208741030658
Lousame;5.0;3.66003568353889;2.581355082055861;12.0;1544;0.0;0.3389830508474576
Lucena;110.0;3.9339604154419;2.85826728911085;0.0;39803;4.336566531688483;0.5179395423297862
Lucena del Puerto;12.0;4.313293184460584;3.78757117204912;0.0;6934;0.6416131989000916;1.0999083409715855
Lugo;286.0;4.12844036697248;3.05994735926046;12.0;88824;9.932834092488228;0.4415965413417741
Luisiana, La;23.0;4.939061551348131;2.21238938053097;0.0;417;0.0;1.0507080858839652
Luque;3.0;3.3556591234157507;2.7032598275321136;0.0;2936;0.1483679525222551;0.1483679525222551
Láchar;13.0;3.72051035146846;3.44827586206897;0.0;94;2.787816210635002;0.6711409395973155
Láncara;8.0;2.06718626486976;2.2057685839005488;12.0;1385;1.3257575757575757;0.5050505050505051
Línea de la Concepción, La;198.0;6.94444444444444;6.46354543990984;0.0;345366;2.87068100854287;0.684813059869263
Macael;9.0;3.24559595774562;3.2061202807089906;0.0;2085;0.7477243172951885;0.2925877763328999
Maceda;9.0;2.4468085106383;2.918654998896532;12.0;891;1.1737089201877935;0.3018108651911468
Madrid;3062.0;12.3076923076923;10.4143835308908;13.0;8088048;16.766255859932265;0.1928589289212182
Madridejos;43.0;3.28571428571429;2.46212121212121;7.0;6656;1.725640578699669;0.7495206553948056
Madrigueras;58.0;2.74945175438596;2.55205636877482;7.0;2534;0.8227067050596463;2.385849444672974
Madroñera;5.0;2.940886175242486;2.4188792491930404;11.0;291;0.1908396946564885;0.2385496183206107
Maella;23.0;3.06936372269706;1.78197064989518;1.0;4327;0.7917656373713381;1.8210609659540773
Magán;67.0;5.10331075319265;3.30459770114943;7.0;1805;4.409171075837743;2.954144620811288
Mairena del Alcor;227.0;4.0521978021978;3.98611111111111;0.0;7326;0.6963645673323092;2.3246287762416795
Mairena del Aljarafe;298.0;7.26802070888092;5.50798894357176;0.0;25732;9.90625513952086;1.6336823639054876
Majadahonda;208.0;11.6360544217687;10.3489106653108;13.0;133002;16.801969081958717;0.8981777355557474
Malagón;65.0;2.91522735832988;2.27272727272727;7.0;4219;0.9906875371507826;1.2878937982960177
Malgrat de Mar;144.0;6.66666666666667;4.76842105263158;8.0;135598;9.861989649223691;1.3801035077630823
Mallén;43.0;4.14141414141414;2.88461538461538;1.0;16702;2.251510159253157;2.361339923119165
Malpartida de Cáceres;70.0;2.69063706563707;2.52576880483857;11.0;699;1.6436309301456855;2.614867388868136
Malpartida de Plasencia;47.0;3.42783534055484;2.6544502617801;11.0;21936;1.698933227973133;1.856973528249704
Malpica de Bergantiños;23.0;3.91295025728988;2.14307145000214;12.0;5667;1.0240963855421688;0.4618473895582329
Malpica de Tajo;13.0;4.157687290851066;2.53164556962025;7.0;342;0.2883922134102379;0.9372746935832732
Manacor;809.0;5.19764062080264;4.51612903225806;3.0;634842;5.779716466739368;3.393171713782401
Mancha Real;28.0;3.0451468344775;3.09283718567437;0.0;1656;2.295318995120188;0.5060545816013012
Manilva;57.0;6.43310436454093;5.83333333333333;0.0;204251;4.983519070789515;0.447339507141736
Manises;123.0;5.28846153846154;4.75409836065574;10.0;65117;8.377561303325496;0.8263352368155862
Manlleu;283.0;4.65363636363636;3.15471045808124;8.0;11122;9.841729826125723;3.154257690592956
