;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2020;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Turistas_2020;Turistas_2021;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Abadín;27;Lugo;27001;204.6153846153846;11.0;2.7938783308985915;1.34663443346647;0.0;9.0;2.8216744173774844;2.2057685839005488;Galicia;2322.0;2297.0;1662.0;5;10;3050;2147;0.3008423586040915;215.6153846153846;12.973248171804128;12.311394982875127;0.6618531889290012;0.601684717208183;9.0;0.5415162454873647;0.0;0.5415162454873647
Abanilla;30;Murcia;30001;15.0;22.0;3.03691106072058;1.54639175257732;20.0;27.0;3.01635021097046;2.5;Murcia, Región de;6097.0;6116.0;4483.0;18;34;15516;23013;0.40151684140084765;37.0;0.8253401739906313;0.3345973678340397;0.49074280615659155;0.7584207004238234;47.0;1.0484050858799911;0.4461298237787196;0.6022752621012715
Abarán;30;Murcia;30002;188.0;54.0;2.96116504854369;2.72727272727273;193.0;52.0;3.0;2.87648538738657;Murcia, Región de;13022.0;13066.0;6615.0;1;8;11442;3356;0.015117157974300832;242.0;3.6583522297808013;2.8420256991685564;0.8163265306122449;0.12093726379440665;245.0;3.7037037037037037;2.9176114890400604;0.7860922146636432
Abegondo;15;Coruña, A;15001;7.0;60.0;3.5857660396338327;3.2;7.0;56.0;3.66003568353889;3.47360696517413;Galicia;5398.0;5494.0;3127.0;8;17;1611;4365;0.25583626479053406;67.0;2.1426287176207226;0.2238567316917173;1.9187719859290053;0.5436520626798849;63.0;2.0147105852254557;0.2238567316917173;1.7908538535337384
Abrera;8;Barcelona;8001;374.0;153.0;6.78294573643411;6.73408307636496;383.0;140.0;7.14285714285714;7.05411915204678;Cataluña;12538.0;12620.0;5344.0;13;24;41960;43430;0.2432634730538922;527.0;9.861526946107784;6.998502994011976;2.8630239520958085;0.4491017964071856;523.0;9.786676646706587;7.166916167664671;2.6197604790419162
Adamuz;14;Córdoba;14001;3.0;12.0;3.3131299823142126;2.44052064440414;2.0;12.0;3.3556591234157507;2.50386635745874;Andalucía;4137.0;4141.0;2030.0;1;0;2040;2487;0.04926108374384237;15.0;0.7389162561576355;0.1477832512315271;0.5911330049261084;0.0;14.0;0.6896551724137931;0.09852216748768473;0.5911330049261084
Adeje;38;Santa Cruz de Tenerife;38001;1767.0;551.0;8.05427377773724;7.5220046854083;1873.0;460.0;8.40909090909091;7.76819923371648;Canarias;49030.0;48733.0;23023.0;3213;6526;1534955;2018389;13.95560960778352;2318.0;10.068192676888328;7.6749337618902835;2.393258914998045;28.34556747600226;2333.0;10.13334491595361;8.135342917951613;1.998001998001998
Adra;4;Almería;4003;193.0;29.0;3.49803921568627;2.581929236341;214.0;33.0;3.58571428571429;2.96052631578947;Andalucía;25412.0;25501.0;12925.0;25;46;23220;18357;0.19342359767891681;222.0;1.7176015473887813;1.493230174081238;0.22437137330754353;0.35589941972920697;247.0;1.9110251450676983;1.6557059961315281;0.2553191489361702
Adrada, La;5;Ávila;5002;62.0;59.0;3.02631578947368;3.4618399339934;66.0;65.0;3.1772819534359;3.67621527777778;Castilla y León;2539.0;2757.0;3980.0;16;37;679;2255;0.4020100502512563;121.0;3.040201005025126;1.5577889447236182;1.4824120603015076;0.9296482412060302;131.0;3.291457286432161;1.6582914572864322;1.6331658291457287
Agaete;35;Palmas, Las;35001;91.0;107.0;5.55555555555556;5.78328470814184;97.0;111.0;5.80336493987049;6.01701248461403;Canarias;5599.0;5695.0;3042.0;242;412;29035;32071;7.955292570677186;198.0;6.508875739644971;2.9914529914529915;3.517422748191979;13.543721236028928;208.0;6.837606837606837;3.188691650230112;3.648915187376726
Agolada;36;Pontevedra;36020;4.0;5.0;4.054355116814367;2.926988937643737;5.0;6.0;4.185609799188884;3.105243304049866;Galicia;2304.0;2228.0;1782.0;3;5;1927;1937;0.16835016835016836;9.0;0.5050505050505051;0.2244668911335578;0.28058361391694725;0.28058361391694725;11.0;0.6172839506172839;0.28058361391694725;0.3367003367003367
Agost;3;Alicante;3002;65.0;34.0;2.78531177553883;3.2967032967033;63.0;29.0;2.88659793814433;3.2967032967033;Comunitat Valenciana;4794.0;4906.0;2822.0;13;26;4275;2562;0.4606661941885188;99.0;3.508150248051028;2.3033309709425938;1.2048192771084338;0.9213323883770376;92.0;3.260099220411056;2.2324592487597448;1.0276399716513112
Agramunt;25;Lleida;25003;205.0;27.0;3.67137355584082;2.82424242424242;207.0;24.0;3.85416666666667;2.90162461135312;Cataluña;5411.0;5464.0;2994.0;8;15;3762;1102;0.26720106880427524;232.0;7.748830995323981;6.847027388109552;0.9018036072144289;0.501002004008016;231.0;7.715430861723447;6.913827655310621;0.8016032064128257
Aguilar de Campoo;34;Palencia;34004;293.0;44.0;4.96683530234104;4.92424242424242;306.0;41.0;5.24747860840643;4.92424242424242;Castilla y León;6749.0;6711.0;4454.0;15;33;11548;17180;0.3367759317467445;337.0;7.566232599910193;6.578356533453076;0.9878760664571172;0.740907049842838;347.0;7.790749887741356;6.870229007633588;0.9205208801077683
Aguilar de la Frontera;14;Córdoba;14002;40.0;7.0;3.32244008714597;2.623066997413026;42.0;12.0;3.26056003796868;1.54946394468449;Andalucía;13382.0;13398.0;6971.0;2;4;5911;3056;0.02869028833739779;47.0;0.6742217759288481;0.5738057667479558;0.10041600918089227;0.05738057667479558;54.0;0.7746377851097404;0.6024960550853536;0.17214173002438674
Agullent;46;Valencia/Valéncia;46004;20.0;11.0;2.04819277108434;2.94761502743774;26.0;12.0;2.31465573262639;3.12787349824387;Comunitat Valenciana;2388.0;2369.0;1398.0;3;8;1931;3916;0.2145922746781116;31.0;2.217453505007153;1.4306151645207439;0.7868383404864091;0.5722460658082976;38.0;2.7181688125894135;1.859799713876967;0.8583690987124464
Agüimes;35;Palmas, Las;35002;1344.0;266.0;6.11111111111111;3.90625;1403.0;274.0;6.34016776573435;3.96825396825397;Canarias;31914.0;32105.0;14051.0;252;444;49816;44021;1.7934666571774251;1610.0;11.458259198633549;9.565155504946267;1.893103693687282;3.1599174435983204;1677.0;11.935093587645007;9.985054444523522;1.950039143121486
Aielo de Malferit;46;Valencia/Valéncia;46042;20.0;10.0;2.36220472440945;1.93997217253031;24.0;10.0;2.39141982252218;2.06243469174504;Comunitat Valenciana;4625.0;4592.0;2316.0;3;4;4051;1261;0.12953367875647667;30.0;1.2953367875647668;0.8635578583765112;0.4317789291882556;0.17271157167530224;34.0;1.468048359240069;1.0362694300518134;0.4317789291882556
Aitona;25;Lleida;25038;27.0;11.0;2.85414072229141;2.86946459934928;27.0;18.0;3.7462675070028;2.7734375;Cataluña;2567.0;2493.0;1123.0;3;6;5336;1693;0.26714158504007124;38.0;3.383793410507569;2.404274265360641;0.9795191451469278;0.5342831700801425;45.0;4.007123775601069;2.404274265360641;1.6028495102404274
Ajalvir;28;Madrid;28002;427.0;44.0;8.10343734145104;5.75757575757576;449.0;45.0;8.21917808219178;5.55555555555556;Madrid, Comunidad de;4721.0;4676.0;1620.0;2;4;10318;8867;0.12345679012345678;471.0;29.074074074074073;26.358024691358025;2.7160493827160495;0.24691358024691357;494.0;30.493827160493826;27.71604938271605;2.7777777777777777
Alagón;50;Zaragoza;50008;309.0;94.0;4.61320096326675;3.44827586206897;332.0;101.0;4.86645299145299;3.50716282320056;Aragón;7154.0;7121.0;3222.0;3;8;5929;3317;0.0931098696461825;403.0;12.507759155803848;9.590316573556796;2.9174425822470513;0.2482929857231533;433.0;13.438857852265674;10.304158907510862;3.1346989447548106
Alaior;7;Balears, Illes;7002;380.0;150.0;5.48040816326531;4.0047268907563;382.0;164.0;5.88916794871795;4.38969743465184;Balears, Illes;9467.0;9477.0;5599.0;441;964;54793;164877;7.876406501160922;530.0;9.465976067154848;6.786926236828005;2.679049830326844;17.21736024290052;546.0;9.751741382389712;6.822646901232363;2.9290944811573496
Alajeró;38;Santa Cruz de Tenerife;38003;50.0;9.0;6.52173913043478;4.163191016889415;50.0;10.0;6.72659266409266;2.52171678030629;Canarias;2026.0;2047.0;1577.0;63;148;19974;18423;3.9949270767279645;59.0;3.741280913126189;3.170577045022194;0.570703868103995;9.384908053265695;60.0;3.804692454026633;3.170577045022194;0.6341154090044389
Alameda;29;Málaga;29001;9.0;8.0;5.543101159280062;4.114649766063258;9.0;13.0;5.801511378442833;2.58065591397849;Andalucía;5387.0;5453.0;2423.0;1;2;758;635;0.041271151465125874;17.0;0.7016095749071399;0.3714403631861329;0.330169211721007;0.08254230293025175;22.0;0.9079653322327693;0.3714403631861329;0.5365249690466364
Alameda de la Sagra;45;Toledo;45002;82.0;20.0;3.41272378516624;3.03030303030303;88.0;21.0;3.61717651627645;3.2520325203252;Castilla-La Mancha;3734.0;3757.0;2079.0;0;0;1480;675;0.0;102.0;4.9062049062049065;3.9442039442039443;0.962000962000962;0.0;109.0;5.242905242905243;4.232804232804233;1.0101010101010102
Alaquàs;46;Valencia/Valéncia;46005;1038.0;38.0;4.69026548672566;5.16876147436803;1100.0;40.0;5.0;5.25139366170294;Comunitat Valenciana;29711.0;29649.0;15001.0;8;11;14097;12997;0.05332977801479901;1076.0;7.172855142990468;6.919538697420172;0.2533164455702953;0.07332844477034864;1140.0;7.59949336710886;7.332844477034865;0.26664889007399506
Alaró;7;Balears, Illes;7001;152.0;170.0;6.09756097560976;5.55555555555556;158.0;178.0;6.36302294197031;5.81860426520621;Balears, Illes;5617.0;5741.0;2814.0;105;198;14237;35206;3.7313432835820897;322.0;11.442786069651742;5.401563610518834;6.041222459132907;7.036247334754798;336.0;11.940298507462687;5.614783226723525;6.325515280739161
Alba de Tormes;37;Salamanca;37008;114.0;12.0;2.88219420819902;1.58603844941696;124.0;13.0;2.834997252244;2.02367646015187;Castilla y León;5166.0;5159.0;3643.0;18;21;1881;1258;0.4940982706560527;126.0;3.458687894592369;3.1292890474883337;0.3293988471040351;0.5764479824320615;137.0;3.760636837771068;3.4037880867416965;0.3568487510293714
Albacete;2;Albacete;2003;8366.0;328.0;4.98049888565061;4.86758109040718;8636.0;354.0;5.15873015873016;4.94440829761176;Castilla-La Mancha;174336.0;172722.0;86201.0;144;275;141252;158115;0.16705142631756012;8694.0;10.085729863922692;9.705223837310472;0.38050602661222027;0.3190218210925627;8990.0;10.429113351353232;10.018445261655897;0.4106680896973353
Albaida;46;Valencia/Valéncia;46006;105.0;10.0;2.65028453815261;2.61903571428571;117.0;10.0;2.80373831775701;2.30952380952381;Comunitat Valenciana;5914.0;5975.0;3330.0;8;8;7132;7381;0.24024024024024024;115.0;3.4534534534534536;3.1531531531531534;0.3003003003003003;0.24024024024024024;127.0;3.813813813813814;3.5135135135135136;0.3003003003003003
Albal;46;Valencia/Valéncia;46007;617.0;40.0;4.31435980654194;3.63128491620112;639.0;46.0;4.54545454545455;4.08667911689945;Comunitat Valenciana;16577.0;16646.0;6954.0;3;9;14090;6178;0.04314063848144953;657.0;9.447799827437446;8.872591314351453;0.5752085130859936;0.12942191544434858;685.0;9.850445786597641;9.18895599654875;0.6614897900488927
Albalat de la Ribera;46;Valencia/Valéncia;46008;30.0;23.0;2.79229448788861;2.31452988262264;32.0;23.0;2.93689320388349;2.48616432524478;Comunitat Valenciana;3326.0;3368.0;2059.0;0;0;491;799;0.0;53.0;2.5740650801359886;1.4570179698882952;1.117047110247693;0.0;55.0;2.6711996114618746;1.5541525012141817;1.117047110247693
Albalat dels Sorells;46;Valencia/Valéncia;46009;100.0;7.0;4.33734939759036;3.456611228385751;103.0;7.0;4.72586441967566;3.646915814862397;Comunitat Valenciana;4036.0;4110.0;1958.0;9;17;32;737;0.45965270684371806;107.0;5.464759959141982;5.107252298263535;0.3575076608784474;0.8682328907048008;110.0;5.617977528089888;5.26046986721144;0.3575076608784474
Albalate del Arzobispo;44;Teruel;44008;10.0;3.0;3.00704225352113;2.1111483772364252;8.0;4.0;3.6013068998166498;2.332377020920341;Aragón;1972.0;1977.0;1523.0;2;7;1202;2834;0.1313197636244255;13.0;0.8535784635587655;0.6565988181221274;0.1969796454366382;0.4596191726854892;12.0;0.7879185817465528;0.525279054497702;0.262639527248851
Albatera;3;Alicante;3005;208.0;24.0;2.89473684210526;2.5;219.0;28.0;2.99145299145299;2.68084066471163;Comunitat Valenciana;12474.0;12714.0;6502.0;16;26;14534;30088;0.24607812980621346;232.0;3.5681328821900955;3.199015687480775;0.3691171947093202;0.3998769609350969;247.0;3.7988311288834207;3.3681944017225467;0.4306367271608736
Albatàrrec;25;Lleida;25007;85.0;27.0;4.36572750782632;2.92997909823828;83.0;26.0;4.59770114942529;2.82717282717283;Cataluña;2236.0;2224.0;907.0;0;1;3384;586;0.0;112.0;12.348401323043;9.371554575523705;2.9768467475192946;0.11025358324145534;109.0;12.017640573318634;9.151047409040794;2.866593164277839
Albelda de Iregua;26;Rioja, La;26005;79.0;11.0;3.51767676767677;3.67368421052632;96.0;13.0;3.73978338115352;3.94736842105263;Rioja, La;3481.0;3484.0;2819.0;8;18;450;207;0.2837885775097552;90.0;3.192621496984746;2.8024122029088328;0.3902092940759134;0.6385242993969493;109.0;3.866619368570415;3.405462930117063;0.46115643845335225
Alberic;46;Valencia/Valéncia;46011;160.0;33.0;3.02197802197802;3.73662466668956;173.0;37.0;3.04288382019474;3.7037037037037;Comunitat Valenciana;10519.0;10571.0;5604.0;10;19;13743;9755;0.17844396859386152;193.0;3.4439685938615274;2.8551034975017844;0.588865096359743;0.3390435403283369;210.0;3.747323340471092;3.0870806566738045;0.6602426837972877
Albinyana;43;Tarragona;43002;1.0;75.0;4.750698760882685;5.75810185185185;0.0;83.0;4.928276361968281;5.68181818181818;Cataluña;2468.0;2504.0;1771.0;3;4;3985;6767;0.16939582156973462;76.0;4.291360813099944;0.05646527385657821;4.234895539243365;0.22586109542631283;83.0;4.686617730095991;0.0;4.686617730095991
Albolote;18;Granada;18003;436.0;128.0;5.16666666666667;4.0929203539823;474.0;117.0;5.47410102739726;4.26829268292683;Andalucía;18962.0;19128.0;8861.0;26;45;19840;17806;0.29342060715494866;564.0;6.364970093668886;4.9204378738291386;1.4445322198397472;0.5078433585374111;591.0;6.669676108791333;5.349283376594064;1.3203927321972688
Albox;4;Almería;4006;169.0;46.0;2.78617677600635;2.56410256410256;187.0;46.0;3.06122448979592;2.55158253205128;Andalucía;12083.0;12070.0;6939.0;14;33;20541;20320;0.2017581784118749;215.0;3.098429168468079;2.43550943940049;0.662919729067589;0.4755728491137051;233.0;3.357832540711918;2.694912811644329;0.662919729067589
Albuixech;46;Valencia/Valéncia;46014;133.0;19.0;4.21330074419962;3.70055528771369;136.0;24.0;4.47094882729211;3.81872706143953;Comunitat Valenciana;4151.0;4189.0;1858.0;2;2;8511;8279;0.10764262648008611;152.0;8.180839612486544;7.158234660925727;1.022604951560818;0.10764262648008611;160.0;8.611410118406889;7.3196986006458555;1.2917115177610334
Alburquerque;6;Badajoz;6006;22.0;37.0;2.38095238095238;1.78954830436022;25.0;38.0;2.80612244897959;2.06414128702072;Extremadura;5293.0;5245.0;3263.0;7;17;33624;44166;0.21452650934722647;59.0;1.8081520073551947;0.6742261722341404;1.1339258351210542;0.5209929512718358;63.0;1.9307385841250384;0.7661661048115231;1.1645724793135153
Albuñol;18;Granada;18006;139.0;25.0;4.02042282430213;3.21278211805556;147.0;28.0;4.02298850574713;3.58058608058608;Andalucía;7353.0;7473.0;3698.0;15;24;15520;13399;0.40562466197944835;164.0;4.434829637641968;3.758788534342888;0.6760411032990806;0.6489994591671173;175.0;4.732287723093564;3.9751216873985937;0.7571660356949702
Alcalà de Xivert;12;Castellón/Castelló;12004;290.0;67.0;3.65853658536585;2.56879462041227;303.0;68.0;3.88888888888889;2.54939096850862;Comunitat Valenciana;6638.0;6691.0;10250.0;819;1559;146706;189461;7.990243902439024;357.0;3.4829268292682927;2.8292682926829267;0.6536585365853659;15.209756097560975;371.0;3.6195121951219513;2.9560975609756097;0.6634146341463415
